id,facility_name,country,country_code,text_content,specialties,has_icu,has_emergency,source_url,latitude,longitude
ML_clinique_piti_,Clinique Pitié,null,ML,Clinique Pitié hospital ML,null,true,true,https://www.openstreetmap.org/node/3207906941,12.6618742,-7.9729285
UG_cure_children_s_hospital_of_uganda,Cure Children's Hospital of Uganda,null,UG,Cure Children's Hospital of Uganda hospital UG,null,true,true,https://www.openstreetmap.org/node/560551837,1.0740559,34.1717568
UG_bukinda_health_center,Bukinda Health Center,null,UG,Bukinda Health Center hospital UG,null,true,true,https://www.openstreetmap.org/node/2073075501,-1.0170576,30.1883053
MW_matandani_health_center,Matandani Health Center,null,MW,Matandani Health Center hospital MW,null,true,true,https://www.openstreetmap.org/node/1269919859,-15.3218382,34.6599029
BF_consultation,Consultation,null,BF,Consultation hospital BF,null,true,true,https://www.openstreetmap.org/node/6664107762,11.1704782,-4.3020707
RW_ub_umuntu,Ub Umuntu,null,RW,Ub Umuntu hospital RW,null,true,true,https://www.openstreetmap.org/node/10896608820,-1.9774072,30.1044734
RW_eye_centre_pylamids,Eye Centre Pylamids,null,RW,Eye Centre Pylamids hospital RW,null,true,true,https://www.openstreetmap.org/node/10946648763,-1.9692842,30.0992206
ET_healthcare_facility_4486594689,Healthcare Facility 4486594689,null,ET,Healthcare Facility 4486594689 hospital ET,null,true,true,https://www.openstreetmap.org/node/4486594689,7.051637,38.4731721
ET__,ቆቦ ሆስፒታል,null,ET,ቆቦ ሆስፒታል hospital ET,null,true,true,https://www.openstreetmap.org/node/5356977321,12.1627062,39.6497244
SL_secondary_hospital_centres_referral_unit_,"Secondary Hospital Centres ""Referral Unit""",null,SL,"Secondary Hospital Centres ""Referral Unit"" hospital SL",null,true,true,https://www.openstreetmap.org/node/3123413640,8.4601937,-10.335562
LR_foya_boma_hospital,Foya Boma Hospital,null,LR,Foya Boma Hospital hospital LR,null,true,true,https://www.openstreetmap.org/node/7712007690,8.3548833,-10.2005654
MG_centre_hosptalier_de_r_f_rence_du_district_du_vatomandry,Centre Hosptalier de Référence du District du Vatomandry,null,MG,Centre Hosptalier de Référence du District du Vatomandry hospital MG,null,true,true,https://www.openstreetmap.org/node/5501788098,-19.330461,48.9799818
ML_clinique_farako,Clinique Farako,null,ML,Clinique Farako hospital ML,null,true,true,https://www.openstreetmap.org/node/5128272170,12.6521231,-8.0275689
ML_h_pital_saint_paul_vi_gavardo_,Hôpital Saint Paul VI(Gavardo),null,ML,Hôpital Saint Paul VI(Gavardo) hospital ML,null,true,true,https://www.openstreetmap.org/node/5248938382,13.4096582,-6.2228054
UG_st_francis_nagala_hospital,St Francis Nagala Hospital,null,UG,St Francis Nagala Hospital hospital UG,null,true,true,https://www.openstreetmap.org/node/2079955527,0.612583,32.821622
MW_kasungu_district_hospital_kdh_,kasungu District Hospital (KDH),null,MW,kasungu District Hospital (KDH) hospital MW,null,true,true,https://www.openstreetmap.org/node/561318036,-13.0358972,33.4802145
MW_chifunga_health_center,Chifunga Health Center,null,MW,Chifunga Health Center hospital MW,null,true,true,https://www.openstreetmap.org/node/1269920169,-15.5960412,34.6995021
BF_csps_de_koumenstenga_mossi,CSPS de Koumenstenga-Mossi,null,BF,CSPS de Koumenstenga-Mossi hospital BF,null,true,true,https://www.openstreetmap.org/node/6899257185,12.941474,-0.6563018
RW_maisha_optical_centre,Maisha Optical Centre,null,RW,Maisha Optical Centre hospital RW,null,true,true,https://www.openstreetmap.org/node/8153879532,-1.9521936,30.0920417
RW_military_hospital_kanombe,Military Hospital Kanombe,null,RW,Military Hospital Kanombe hospital RW,null,true,true,https://www.openstreetmap.org/node/11012543198,-1.9781415,30.1685667
LR_f_j_grante_hospital,F J Grante Hospital,null,LR,F J Grante Hospital hospital LR,null,true,true,https://www.openstreetmap.org/node/7703923177,5.008601,-9.0367786
LR_charles_b_dunbar_hospital,Charles B. Dunbar Hospital,null,LR,Charles B. Dunbar Hospital hospital LR,null,true,true,https://www.openstreetmap.org/node/7711094129,7.0047337,-9.4769767
MG_angeline_medical_institute,Angeline Medical Institute,null,MG,Angeline Medical Institute hospital MG,null,true,true,https://www.openstreetmap.org/node/616734902,-18.9087993,47.5172775
NE_case_lari,Case Lari,null,NE,Case Lari hospital NE,null,true,true,https://www.openstreetmap.org/node/7562922185,14.3349508,13.1884703
NE_centre_national_de_r_f_rence_de_la_drepanocytose,Centre National De Référence de la DREPANOCYTOSE,null,NE,Centre National De Référence de la DREPANOCYTOSE hospital NE,null,true,true,https://www.openstreetmap.org/node/7816092808,13.5040195,2.111842
NE_hopital_malbaza,Hopital Malbaza,null,NE,Hopital Malbaza hospital NE,null,true,true,https://www.openstreetmap.org/node/9809444519,13.9629306,5.5045849
ML_centre_de_r_f_rence_de_fana,Centre de Référence de Fana,null,ML,Centre de Référence de Fana hospital ML,null,true,true,https://www.openstreetmap.org/node/4506775367,12.799113,-6.9439888
ML_ccref,CCref,null,ML,CCref hospital ML,null,true,true,https://www.openstreetmap.org/node/4959143922,13.2879576,-4.5910608
UG_mbale_regional_referral_hospital,Mbale Regional Referral Hospital,null,UG,Mbale Regional Referral Hospital hospital UG,null,true,true,https://www.openstreetmap.org/node/560542964,1.0764209,34.1767819
UG_healthcare_facility_1655712238,Healthcare Facility 1655712238,null,UG,Healthcare Facility 1655712238 hospital UG,null,true,true,https://www.openstreetmap.org/node/1655712238,1.7158382,33.6158723
RW_shalom_hospital,Shalom hospital,null,RW,Shalom hospital hospital RW,null,true,true,https://www.openstreetmap.org/node/10900303550,-1.9683476,30.1214785
ET_1st_chiropractic_clinic,1st Chiropractic Clinic,null,ET,1st Chiropractic Clinic hospital ET,null,true,true,https://www.openstreetmap.org/node/4550845131,8.9908609,38.7940723
SL_gbahama_community_health_post,Gbahama Community Health Post,null,SL,Gbahama Community Health Post hospital SL,null,true,true,https://www.openstreetmap.org/node/4504648651,8.2369322,-10.717485
SL_helen_k_koroma,Helen K Koroma,null,SL,Helen K Koroma hospital SL,null,true,true,https://www.openstreetmap.org/node/4504696821,8.9366751,-13.1434073
LR_government_hospital,Government Hospital,null,LR,Government Hospital hospital LR,null,true,true,https://www.openstreetmap.org/node/7675651820,6.8663746,-10.8304641
MG_service_m_dical_inter_entreprises,Service Médical Inter Entreprises,null,MG,Service Médical Inter Entreprises hospital MG,null,true,true,https://www.openstreetmap.org/node/5749216079,-19.8758464,47.0425665
ML_centre_de_sante_chretien_darsalam1,Centre de Sante Chretien Darsalam1,null,ML,Centre de Sante Chretien Darsalam1 hospital ML,null,true,true,https://www.openstreetmap.org/node/4024296406,12.4036158,-5.4569409
UG_healthcare_facility_1655767162,Healthcare Facility 1655767162,null,UG,Healthcare Facility 1655767162 hospital UG,null,true,true,https://www.openstreetmap.org/node/1655767162,1.3574886,34.0328596
MW_likuni,Likuni,null,MW,Likuni hospital MW,null,true,true,https://www.openstreetmap.org/node/274086722,-14.0281706,33.7066948
MW_nyungwe_hospital,Nyungwe Hospital,null,MW,Nyungwe Hospital hospital MW,null,true,true,https://www.openstreetmap.org/node/476501750,-10.2874619,34.1077203
MW_ntaja_hospital_center,Ntaja Hospital Center,null,MW,Ntaja Hospital Center hospital MW,null,true,true,https://www.openstreetmap.org/node/476507020,-14.8731706,35.5288368
MW_machinga_district_hospital,Machinga District Hospital,null,MW,Machinga District Hospital hospital MW,null,true,true,https://www.openstreetmap.org/node/920497053,-15.0619153,35.2245388
MW_nkhoma_eye_clinic,Nkhoma Eye Clinic,null,MW,Nkhoma Eye Clinic hospital MW,null,true,true,https://www.openstreetmap.org/node/3089037829,-13.9949903,33.7812222
MW_nakalanzi_health_centre,Nakalanzi Health Centre,null,MW,Nakalanzi Health Centre hospital MW,null,true,true,https://www.openstreetmap.org/node/3443531901,-14.2017512,34.5490415
BF_csps_de_gourbala,CSPS de Gourbala,null,BF,CSPS de Gourbala hospital BF,null,true,true,https://www.openstreetmap.org/node/3810607281,13.1336229,-2.600376
BF_csps_de_hitt_,CSPS de Hitté,null,BF,CSPS de Hitté hospital BF,null,true,true,https://www.openstreetmap.org/node/5777305164,13.7656545,-1.8488158
